item,n_personnes,n_changeurs,taux_changement,derive_nette_tv,part_dirigee,n_monotone,n_contraire,n_indetermine,part_monotone_du_changement,part_contraire_du_changement,exces_monotone,perimetre,libelle,taux_changement_2sem,surcroit_sur_plancher_stanford,nul_part_monotone,nul_part_contraire,nul_taux_changement,exces_monotone_nul
gunlaw,3685.0,779.0,0.21139755766621438,0.02849389416553598,0.13478818998716313,442.0,337.0,0.0,0.5673940949935815,0.4326059050064185,0.13478818998716302,2 ans,Would you favor or oppose a law which would require a person to obtain a police permit before he or she could ,0.1625475285171103,0.04885002914910408,0.5385812292241319,0.4474856779121579,0.18770660471291073,0.091095551311974
hapmar,2480.0,662.0,0.2669354838709677,0.042338709677419345,0.15861027190332325,303.0,198.0,161.0,0.45770392749244715,0.2990936555891239,0.15861027190332327,2 ans,"Taking things all together, how would you describe your marriage? Would you say that your marriage is very hap",0.18250950570342206,0.08442597816754566,0.5132298432970017,0.37406877316598774,0.2745491183879093,0.13916107013101398
happy,5645.0,2243.0,0.39734278122232064,0.04410983170947743,0.111012037449844,744.0,607.0,892.0,0.33169861792242533,0.270619705751226,0.06107891217119929,2 ans,"Taken all together, how would you say things are these days--would you say that you are very happy, pretty hap",0.2671102661596958,0.13023251506262484,0.4014843830532935,0.27874445933408926,0.4160840660518979,0.12273992371920422
health,3762.0,1447.0,0.38463583200425305,0.03216374269005847,0.0836212854181064,514.0,418.0,515.0,0.3552176917760885,0.28887353144436767,0.0663441603317208,2 ans,"Would you say your own health, in general, is excellent, good, fair, or poor?",0.20057034220532322,0.18406548979892984,0.3173955087568497,0.23788546255506607,0.4214036222509702,0.07951004620178362
helpful,3784.0,1348.0,0.3562367864693446,0.04889006342494713,0.13724035608308602,643.0,458.0,247.0,0.47700296735905046,0.3397626112759644,0.13724035608308605,2 ans,"Would you say that most of the time people try to be helpful, or that they are mostly just looking out for the",0.35361216730038025,0.0026246191689643372,0.45380390744575494,0.2558566669667777,0.3532760814249364,0.19794724047897722
homosex,3456.0,812.0,0.2349537037037037,0.017939814814814808,0.07635467980295564,215.0,263.0,334.0,0.2647783251231527,0.32389162561576357,-0.059113300492610835,2 ans,"What about sexual relations between two adults of the same sex--do you think it is always wrong, almost always",0.21102661596958172,0.02392708773412197,0.4134,0.28754285714285716,0.2460456942003515,0.12585714285714283
income,4708.0,1346.0,0.2858963466440102,0.04035683942225998,0.1411589895988113,386.0,254.0,706.0,0.2867756315007429,0.1887072808320951,0.09806835066864784,2 ans,"In which of these groups did your total family income, from all sources, fall last year before taxes, that is?",0.3659695817490495,-0.08007323510503928,0.28964850615114235,0.24543057996485063,0.2903061224489796,0.04421792618629172
jobfind,1853.0,738.0,0.39827307069616835,0.08580679978413383,0.21544715447154472,246.0,114.0,378.0,0.3333333333333333,0.15447154471544716,0.17886178861788618,2 ans,About how easy would it be for you to find a job with another employer with approximately the same income and ,0.29562737642585546,0.10264569427031289,0.44693997071742314,0.1752562225475842,0.45442448436460414,0.271683748169839
joblose,1857.0,782.0,0.4211093161012386,0.08454496499730749,0.20076726342710996,339.0,196.0,247.0,0.43350383631713557,0.2506393861892583,0.18286445012787725,2 ans,"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off--v",0.22148288973384034,0.19962642636739825,0.5037515631513131,0.29696897516822485,0.445142478462558,0.20678258798308824
kidssol,3646.0,1975.0,0.5416895227646736,0.05650027427317609,0.10430379746835444,590.0,481.0,904.0,0.29873417721518986,0.24354430379746836,0.05518987341772152,2 ans,"When your children are at the age you are now, do you think their standard of living will be much better, some",0.438212927756654,0.10347659500801965,0.310133024869867,0.22421052631578947,0.5691244239631337,0.08592249855407752
letdie1,2753.0,498.0,0.1808935706501998,0.010170722847802405,0.056224899598393614,263.0,235.0,0.0,0.5281124497991968,0.4718875502008032,0.05622489959839357,2 ans,"When a person has a disease that cannot be cured, do you think Doctors should be allowed by law to end the pat",0.10076045627376429,0.0801331143764355,0.5344618494188984,0.43981808994441635,0.17653880463871544,0.09464375947448206
libcom/y,3594.0,772.0,0.21480244852532,0.017807456872565415,0.0829015544041452,418.0,354.0,0.0,0.5414507772020726,0.4585492227979275,0.08290155440414508,2 ans,We would like to ask you some questions about a self-identified Communist. Suppose this person wrote a book wh,0.1644486692015209,0.050353779323799086,0.5497512437810945,0.4371634975805902,0.19675494468655716,0.11258774620050432
libhomo/y,3658.0,670.0,0.18316019682886822,0.015308911973756145,0.08358208955223878,363.0,307.0,0.0,0.5417910447761194,0.4582089552238806,0.08358208955223881,2 ans,If somebody in your community suggests that a book the gay person wrote in favor of homosexuality should be ta,0.10551330798479086,0.07764688884407736,0.5531330319950368,0.42883098466719843,0.14944370860927153,0.1243020473278384
librac/y,3640.0,1056.0,0.29010989010989013,0.015934065934065936,0.05492424242424243,557.0,499.0,0.0,0.5274621212121212,0.4725378787878788,0.054924242424242424,2 ans,Consider a person who believes that Blacks are genetically inferior. If some people in your community suggeste,0.2538022813688213,0.03630760874106881,0.5444640013410443,0.43019584835023605,0.23957831325301204,0.11426815299080828
life,3702.0,1149.0,0.31037277147487846,0.044840626688276604,0.144473455178416,487.0,333.0,329.0,0.42384682332463014,0.2898172323759791,0.134029590948651,2 ans,"In general, do you find life exciting, pretty routine, or dull?",0.2157794676806084,0.09459330379427006,0.5256364060281057,0.3571080353547129,0.3098784893267652,0.16852837067339277
nataid/y,5308.0,1692.0,0.31876412961567446,0.03918613413715144,0.12293144208037815,658.0,491.0,543.0,0.3888888888888889,0.2901891252955083,0.09869976359338062,2 ans,"Are we spending too much, too little, or about the right amount on ""assistance to other countries""?",0.18346007604562742,0.13530405357004704,0.49961615231076306,0.3184819172843125,0.3244701086956522,0.18113423502645054
natarms/y,5373.0,2206.0,0.410571375395496,0.05415968732551647,0.1319129646418858,765.0,640.0,801.0,0.3467815049864007,0.2901178603807797,0.05666364460562103,2 ans,"Are we spending too much, too little, or about the right amount on ""national defense""?",0.25095057034220536,0.15962080505329063,0.4203077796476146,0.25413110034265324,0.4423408071748879,0.16617667930496138
natchld,5050.0,1832.0,0.36277227722772276,0.04316831683168316,0.1189956331877729,870.0,684.0,278.0,0.47489082969432317,0.37336244541484714,0.10152838427947598,2 ans,"Are we spending too much, too little, or about the right amount on ""assistance for childcare""?",0.2566539923954373,0.10611828483228547,0.5182915574587471,0.37758253657696234,0.39098869376954537,0.14070902088178477
natcity/y,4673.0,2119.0,0.4534560239674727,0.04301305371281832,0.09485606418121756,926.0,725.0,468.0,0.43699858423784804,0.3421425200566305,0.09485606418121756,2 ans,"Are we spending too much, too little, or about the right amount on ""assistance to big cities""?",0.3631178707224335,0.09033815324503919,0.4010083102493075,0.29674238227146815,0.46022437531871496,0.10426592797783935
natdrug/y,5200.0,2010.0,0.38653846153846155,0.04576923076923078,0.11840796019900499,916.0,712.0,382.0,0.4557213930348259,0.354228855721393,0.10149253731343283,2 ans,"Are we spending too much, too little, or about the right amount on ""drug rehabilitation""?",0.279467680608365,0.10707078093009653,0.3858316790545219,0.3333987350537833,0.40066589595375723,0.05243294400073861
nateduc/y,5571.0,1356.0,0.24340333871836295,0.019206605636330986,0.07890855457227133,512.0,429.0,415.0,0.3775811209439528,0.3163716814159292,0.0612094395280236,2 ans,"Are we spending too much, too little, or about the right amount on ""education""?",0.19106463878326996,0.05233869993509299,0.35139145949010386,0.399696530105214,0.2605822289810993,-0.048305070615110135
natenvir/y,2716.0,826.0,0.30412371134020616,0.05007363770250369,0.16464891041162233,301.0,179.0,346.0,0.3644067796610169,0.21670702179176757,0.14769975786924938,2 ans,"Are we spending too much, too little, or about the right amount on ""improving and protecting the environment""?",0.18631178707224338,0.11781192426796278,0.49291595380667236,0.26577202737382377,0.33838082315694257,0.2271439264328486
natfare/y,5415.0,1818.0,0.33573407202216066,0.038781163434903045,0.11551155115511551,774.0,564.0,480.0,0.42574257425742573,0.3102310231023102,0.11551155115511551,2 ans,"Are we spending too much, too little, or about the right amount on ""assistance to the poor""?",0.19581749049429653,0.13991658152786413,0.3812034065960578,0.23397428164732562,0.3710743061772605,0.14722912494873217
natheal/y,5459.0,1820.0,0.3333943945777615,0.06814434878182815,0.20439560439560434,770.0,398.0,652.0,0.4230769230769231,0.21868131868131868,0.2043956043956044,2 ans,"Are we spending too much, too little, or about the right amount on ""health""?",0.2262357414448669,0.10715865313289458,0.5319398228429488,0.2605099123588133,0.3783994679671913,0.2714299104841355
natmass,5135.0,1881.0,0.36630963972736125,0.043622200584225904,0.11908559276980331,846.0,622.0,413.0,0.44976076555023925,0.33067517278043596,0.1190855927698033,2 ans,"Are we spending too much, too little, or about the right amount on ""mass transportation""?",0.2718631178707225,0.09444652185663877,0.46211695076915554,0.34929932255618873,0.3822294928721664,0.11281762821296681
natpark,5471.0,1857.0,0.3394260647048072,0.03162127581794918,0.09316101238556809,902.0,791.0,164.0,0.4857296715131933,0.42595584275713516,0.05977382875605816,2 ans,"Are we spending too much, too little, or about the right amount on ""parks and recreation""?",0.282319391634981,0.0571066730698262,0.42432682220112905,0.39136733776290156,0.3531892368769299,0.03295948443822749
natrace/y,4655.0,1645.0,0.3533834586466165,0.050912996777658426,0.14407294832826747,773.0,560.0,312.0,0.46990881458966566,0.3404255319148936,0.12948328267477205,2 ans,"Are we spending too much, too little, or about the right amount on ""assistance to blacks""?",0.23859315589353614,0.11479030275308039,0.4378661646318333,0.3097067873048878,0.36822038282462494,0.1281593773269455
natroad,5450.0,2064.0,0.37871559633027524,0.04293577981651376,0.11337209302325581,769.0,811.0,484.0,0.37257751937984496,0.39292635658914726,-0.020348837209302327,2 ans,"Are we spending too much, too little, or about the right amount on ""highways and bridges""?",0.2775665399239544,0.10114905640632083,0.4163118952760387,0.33486624928856007,0.38906111603188664,0.08144564598747861
natsci,5098.0,2093.0,0.4105531581012162,0.02981561396626128,0.07262302914476827,948.0,796.0,349.0,0.4529383659818442,0.38031533683707597,0.07262302914476827,2 ans,"Are we spending too much, too little, or about the right amount on ""supporting scientific research""?",0.2965779467680608,0.11397521133315536,0.4801266040823357,0.35862544139178365,0.43970650887573964,0.12150116269055206
natsoc,5279.0,1650.0,0.3125591968175791,0.040537980678158725,0.12969696969696964,841.0,627.0,182.0,0.5096969696969696,0.38,0.1296969696969697,2 ans,"Are we spending too much, too little, or about the right amount on ""social security""?",0.22243346007604559,0.09012573674153351,0.5242000709471444,0.3642568286626463,0.3215833903718914,0.15994324228449808
natspac/y,5093.0,1809.0,0.3551934027096014,0.042214804633811116,0.11885019347705915,646.0,431.0,732.0,0.35710337202874515,0.238253178551686,0.11885019347705915,2 ans,"Are we spending too much, too little, or about the right amount on ""space exploration""?",0.2709125475285171,0.0842808551810843,0.39439216759258156,0.2410273491869,0.39511633372502936,0.15336481840568156
news,3781.0,1746.0,0.4617825971965089,0.03596932028563874,0.07789232531500577,607.0,471.0,668.0,0.347651775486827,0.2697594501718213,0.07789232531500573,2 ans,"How often do you read the newspaper--every day, a few times a week, once a week, less than once a week, or nev",0.33460076045627374,0.12718183674023514,0.34871600253004426,0.22624920936116383,0.5106589147286822,0.12246679316888043
owngun,3742.0,457.0,0.12212720470336719,0.009353287012292849,0.07658643326039352,224.0,197.0,36.0,0.49015317286652077,0.4310722100656455,0.05908096280087528,2 ans,Do you happen to have in your home (or garage) any guns or revolvers?,0.053231939163498,0.06889526553986919,0.4702558989697574,0.40002215575495736,0.13569334836527622,0.07023374321480003
parsol,3728.0,1837.0,0.4927575107296137,0.03245708154506437,0.06586826347305387,473.0,524.0,840.0,0.25748502994011974,0.28524768644529125,-0.027762656505171474,2 ans,"Compared to your parents when they were the age you are now, do you think your own standard of living now is m",0.47148288973384034,0.021274620995773375,0.29534567901234565,0.24,0.5200642054574639,0.05534567901234566
partfull,3573.0,533.0,0.14917436328015674,0.015393226980128743,0.10318949343339587,294.0,239.0,0.0,0.551594746716698,0.44840525328330205,0.10318949343339587,2 ans,"When you worked in the previous year, was it usually full or part time?",0.1796577946768061,-0.030483431396649358,0.5464948155492213,0.4446647663898872,0.1673487729001037,0.10183004915933408
pillok,3131.0,1648.0,0.5263494091344618,0.040881507505589276,0.07766990291262138,615.0,487.0,546.0,0.3731796116504854,0.2955097087378641,0.07766990291262135,2 ans,"Do you strongly agree, agree, disagree, or strongly disagree that methods of birth control should be available",0.344106463878327,0.18224294525613483,0.29878831076265144,0.2666999287241625,0.548904538341158,0.03208838203848896
polabuse/y,3647.0,432.0,0.11845352344392651,0.01480669043049081,0.12499999999999997,243.0,189.0,0.0,0.5625,0.4375,0.125,2 ans,Would you approve of a policeman striking a citizen who had said vulgar and obscene things to the police offic,0.056083650190113965,0.06236987325381255,0.5174764994042103,0.44545213822322255,0.09869977131656321,0.0720243611809877
polattak/y,3707.0,572.0,0.1543026706231454,0.024278392230914485,0.15734265734265734,331.0,241.0,0.0,0.5786713286713286,0.42132867132867136,0.15734265734265734,2 ans,Would you approve if the citizen was attacking the police officer with his fists?,0.22148288973384034,-0.06718021911069494,0.5620195763977216,0.4194547364928386,0.11715581470683512,0.142564839904883
polhitok/y,2993.0,611.0,0.20414300033411292,0.015703307718008718,0.07692307692307708,329.0,282.0,0.0,0.5384615384615384,0.46153846153846156,0.07692307692307693,2 ans,Are there any situations you can imagine in which you would approve of a police officer striking an adult male,0.18726235741444863,0.01688064291966429,0.5346564491131394,0.43624074392974,0.18493630573248407,0.09841570518339937
pornlaw,3755.0,964.0,0.2567243675099867,0.025033288948069207,0.09751037344398328,398.0,304.0,262.0,0.41286307053941906,0.3153526970954357,0.0975103734439834,2 ans,Which of these statements comes closest to your feelings about pornography laws?,0.18346007604562742,0.07326429146435925,0.42777529507636497,0.37130990247364687,0.24260841836734695,0.0564653926027181
postlife,4720.0,494.0,0.10466101694915254,0.010593220338983047,0.10121457489878538,272.0,222.0,0.0,0.5506072874493927,0.4493927125506073,0.10121457489878542,2 ans,Do you believe there is a life after death?,0.0874524714828896,0.01720854546626295,0.5166612218229337,0.45469890014156594,0.09403993855606758,0.06196232168136778
pray,5615.0,2631.0,0.468566340160285,0.04096170970614427,0.08741923223109085,863.0,773.0,995.0,0.3280121626757887,0.2938046370201444,0.03420752565564424,2 ans,About how often do you pray?,0.2756653992395437,0.19290094092074128,0.3129927667269439,0.2578300180831826,0.47878787878787876,0.055162748643761306
prayer,3525.0,878.0,0.24907801418439715,0.03801418439716312,0.15261958997722097,506.0,372.0,0.0,0.5763097949886105,0.42369020501138954,0.15261958997722094,2 ans,The United States Supreme Court has ruled that no state or local government may require the reading of the Lor,0.18441064638783267,0.06466736779656448,0.5422844082036076,0.44597850259451444,0.22366839378238343,0.09630590560909313
racdif1,3519.0,829.0,0.2355782892867292,0.026427962489343558,0.11218335343787693,461.0,368.0,0.0,0.5560916767189384,0.4439083232810615,0.11218335343787696,2 ans,"On the average Blacks/African-Americans have worse jobs, income, and housing than white people. Do you think t",0.1473384030418251,0.08823988624490409,0.5757408090495512,0.4107647854420263,0.22459095616154642,0.16497602360752484
racdif2,3648.0,367.0,0.1006030701754386,0.011239035087719288,0.1117166212534059,175.0,163.0,29.0,0.4768392370572207,0.444141689373297,0.0326975476839237,2 ans,"On the average Blacks/African-Americans have worse jobs, income, and housing than white people. Do you think t",0.06939163498098844,0.03121143519445016,0.547486033519553,0.43465157306674507,0.09045212765957447,0.11283446045280798
racdif3,3598.0,997.0,0.27709838799332964,0.023624235686492488,0.08525576730190569,446.0,456.0,95.0,0.4473420260782347,0.4573721163490471,-0.010030090270812437,2 ans,"On the average Blacks/African-Americans have worse jobs, income, and housing than white people. Do you think t",0.1986692015209125,0.07842918647241715,0.5468244877179586,0.44166984854270075,0.26410084033613446,0.1051546391752578
racdif4,3485.0,964.0,0.27661406025824964,0.01434720229555237,0.05186721991701246,238.0,590.0,136.0,0.24688796680497926,0.6120331950207469,-0.3651452282157676,2 ans,"On the average Blacks/African-Americans have worse jobs, income, and housing than white people. Do you think t",0.16539923954372626,0.11121482071452338,0.5394761089903909,0.4469395814137159,0.26341886269070736,0.09253652757667497
racwork,1783.0,704.0,0.39484015703869885,0.03421200224340998,0.08664772727272725,279.0,235.0,190.0,0.3963068181818182,0.3338068181818182,0.0625,2 ans,"Are the people who work where you work all white, mostly white, about half and half, mostly black, or all blac",0.2604562737642585,0.13438388327444034,0.28591133004926106,0.2672906403940887,0.4235048678720445,0.018620689655172384
reborn,5536.0,784.0,0.1416184971098266,0.014089595375722528,0.09948979591836722,431.0,353.0,0.0,0.5497448979591837,0.4502551020408163,0.09948979591836735,2 ans,"Would you say you have been ""born again"" or have had a ""born again"" experience -- that is, a turning point in ",0.1796577946768061,-0.03803929756697949,0.5507147939711495,0.4333721456756582,0.1351311188811189,0.11734264829549135
richwork,2096.0,469.0,0.22375954198473283,0.041507633587786266,0.18550106609808104,278.0,191.0,0.0,0.5927505330490405,0.4072494669509595,0.18550106609808104,2 ans,"If you were to get enough money to live as comfortably as you would like for the rest of your life, would you ",0.1454372623574145,0.07832227962731833,0.6655876062200127,0.33441239377998727,0.20115116279069767,0.3311752124400254
satfin,5656.0,2317.0,0.40965346534653463,0.031824611032531855,0.0776866637893829,971.0,791.0,555.0,0.41907639188605955,0.3413897280966767,0.07768666378938283,2 ans,We are interested in how people are getting along financially these days. So far as you and your family are co,0.3051330798479087,0.10452038549862591,0.3419077722618678,0.300913357120695,0.44292892420012886,0.0409944151411728
satjob,3752.0,1587.0,0.4229744136460554,0.025319829424307046,0.059861373660995615,426.0,640.0,521.0,0.2684310018903592,0.40327662255828606,-0.1348456206679269,2 ans,"On the whole, how satisfied are you with the work you do--would you say you are very satisfied, moderately sat",0.30038022813688214,0.12259418550917328,0.35258814703675917,0.34580645161290324,0.44851951547779273,0.006781695423855927
savesoul,5630.0,896.0,0.1591474245115453,0.00852575488454708,0.05357142857142864,356.0,424.0,116.0,0.39732142857142855,0.4732142857142857,-0.07589285714285714,2 ans,Have you ever tried to encourage someone to believe in Jesus Christ or to accept Jesus Christ as his or her sa,0.09220532319391639,0.0669421013176289,0.5197639954571895,0.4566632503254757,0.1551063372717508,0.06310074513171382
sexeduc,3694.0,299.0,0.08094206821873308,0.010557661072008683,0.1304347826086959,169.0,130.0,0.0,0.5652173913043478,0.43478260869565216,0.13043478260869565,2 ans,Would you be for or against sex education in the public schools?,0.06939163498098844,0.011550433237744642,0.6139316410153908,0.37307615430741553,0.06611166171126528,0.24085548670797524
spanking,3703.0,1652.0,0.44612476370510395,0.02403456656764785,0.05387409200968522,546.0,457.0,649.0,0.3305084745762712,0.27663438256658596,0.05387409200968523,2 ans,"Do you strongly agree, agree, disagree, or strongly disagree that it is sometimes necessary to discipline a ch",0.2604562737642585,0.18566848994084545,0.3344405495561712,0.2768841522021824,0.466521595779756,0.05755639735398882
spdeg*,2479.0,323.0,0.13029447357805568,0.022186365469947563,0.17027863777089786,105.0,102.0,116.0,0.32507739938080493,0.3157894736842105,0.009287925696594427,2 ans,Your spouse's highest degree received,0.1539923954372624,-0.023697921859206716,0.30747474747474746,0.25306397306397305,0.14984863773965693,0.05441077441077441
spkath/y,3726.0,661.0,0.1774020397208803,0.017444981213097135,0.09833585476550669,363.0,298.0,0.0,0.5491679273827534,0.4508320726172466,0.09833585476550681,2 ans,"There are always some people whose ideas are considered bad or dangerous by other people. For instance, somebo",0.14828897338403046,0.029113066336849847,0.5848320965916237,0.4074120655682723,0.15631061598951507,0.1774200310233514
spkcom/y,3616.0,687.0,0.18998893805309736,0.02405973451327433,0.1266375545851528,387.0,300.0,0.0,0.5633187772925764,0.4366812227074236,0.12663755458515283,2 ans,We would like to ask you some questions about a self-identified Communist. Suppose this admitted Communist wan,0.1473384030418251,0.04265053501127225,0.5773117937291103,0.41556581250994745,0.1678263772954925,0.1617459812191629
spkhomo/y,3664.0,428.0,0.1168122270742358,0.01637554585152839,0.14018691588785054,244.0,184.0,0.0,0.5700934579439252,0.42990654205607476,0.14018691588785046,2 ans,"Suppose a gay person wanted to make a speech in your community. Should this person be allowed to speak, or not",0.07604562737642584,0.04076659969780996,0.5969551282051282,0.3969684829059829,0.0994422310756972,0.19998664529914528
spkrac/y,3681.0,1012.0,0.2749252920402065,0.039663135017658245,0.1442687747035573,579.0,433.0,0.0,0.5721343873517787,0.4278656126482213,0.1442687747035573,2 ans,Consider a person who believes that Blacks are genetically inferior. If such a person wanted to make a speech ,0.2053231939163498,0.0696020981238567,0.5865315946782342,0.41053244108233927,0.2501290109163083,0.17599915359589496
suicide1,3555.0,714.0,0.2008438818565401,0.012939521800281288,0.06442577030812321,380.0,334.0,0.0,0.5322128851540616,0.4677871148459384,0.06442577030812324,2 ans,Do you think a person has the right to end his or her own life if this person has an incurable disease?,0.10551330798479086,0.09533057387174923,0.5486505966204853,0.42532233522863777,0.1722344827586207,0.12332826139184755
suicide2,3673.0,375.0,0.10209637898175879,0.022052817860059883,0.21599999999999986,228.0,147.0,0.0,0.608,0.392,0.216,2 ans,Do you think a person has the right to end his or her own life if this person has gone bankrupt?,0.11882129277566544,-0.016724913793906657,0.5614295870225554,0.413042073288955,0.102300826446281,0.14838751373360043
suicide3,3678.0,371.0,0.10087003806416531,0.020391517128874385,0.2021563342318059,223.0,148.0,0.0,0.601078167115903,0.39892183288409705,0.20215633423180593,2 ans,Do you think a person has the right to end his or her own life if this person has dishonored his or her family,0.12262357414448666,-0.02175353608032135,0.576243654822335,0.40419627749576986,0.09807500829737803,0.1720473773265651
suicide4,3619.0,542.0,0.14976512848853274,0.018789720917380476,0.12546125461254604,255.0,237.0,50.0,0.470479704797048,0.43726937269372695,0.033210332103321034,2 ans,Do you think a person has the right to end his or her own life if this person is tired of living and ready to ,0.13593155893536124,0.013833569553171499,0.5493975903614458,0.4332530120481928,0.13982479784366578,0.11614457831325298
tax,3579.0,1029.0,0.2875104777870914,0.021234981838502365,0.07385811467444117,527.0,451.0,51.0,0.5121477162293488,0.4382896015549077,0.0738581146744412,2 ans,"Do you consider the amount of federal income tax which you have to pay as too high, about right, or too low?",0.21007604562737647,0.0774344321597149,0.5255819366852886,0.3884776536312849,0.2891955570514978,0.13710428305400374
trust,3784.0,1006.0,0.26585623678646936,0.03197674418604652,0.12027833001988074,331.0,248.0,427.0,0.3290258449304175,0.24652087475149106,0.08250497017892644,2 ans,"Generally speaking, would you say that most people can be trusted or that you can't be too careful in dealing ",0.29372623574144485,-0.027869998954975495,0.37960240487997543,0.2929960064949313,0.27006814814814817,0.08660639838504414
unemp,3803.0,772.0,0.20299763344727847,0.014199316329213792,0.06994818652849746,413.0,359.0,0.0,0.5349740932642487,0.4650259067357513,0.06994818652849741,2 ans,"At any time during the last ten years, have you been unemployed and looking for work for as long as a month?",0.16920152091254748,0.033796112534731,0.5255728744331322,0.4539447998318167,0.2104740834386852,0.07162807460131548
uswary,2129.0,586.0,0.27524659464537343,0.05918271488961952,0.2150170648464163,356.0,230.0,0.0,0.6075085324232082,0.3924914675767918,0.2150170648464164,2 ans,Do you expect the United States to fight in another world war within the next ten years?,0.18346007604562742,0.09178651859974601,0.6149726035830819,0.3733300498676353,0.23506512301013024,0.24164255371544663
wlthblks,3332.0,1906.0,0.5720288115246098,0.04621848739495797,0.08079748163693598,523.0,394.0,989.0,0.2743966421825813,0.20671563483735572,0.0676810073452256,2 ans,Where would you rate Blacks in general on this scale? A score of 1 means that you think almost all of the peop,0.47338403041825095,0.09864478110635888,0.28849020846494,0.27229311433986103,0.5819852941176471,0.01619709412507897
wlthwhts,3341.0,1810.0,0.5417539658784795,0.04459742592038311,0.08232044198895028,525.0,431.0,854.0,0.2900552486187845,0.23812154696132598,0.051933701657458566,2 ans,Where would you rate Whites in general on this scale? A score of 1 means that you think almost all of the peop,0.45152091254752846,0.090233053330951,0.3596182685753238,0.2664485344239945,0.5346209912536443,0.09316973415132929
wrkstat,5674.0,1988.0,0.350370109270356,0.047761720126894606,0.136317907444668,607.0,396.0,985.0,0.30533199195171024,0.19919517102615694,0.10613682092555332,2 ans,"Last week were you working full time, part time, going to school, keeping house, or what?",0.1901140684410646,0.1602560408292914,0.3192235163616195,0.15663893510815308,0.3854211201368106,0.16258458125346642
xmarsex,3673.0,835.0,0.22733460386604956,0.020147018785733724,0.08862275449101792,223.0,308.0,304.0,0.26706586826347306,0.3688622754491018,-0.10179640718562874,2 ans,What is your opinion about a married person having sexual relations with someone other than the marriage partn,0.29562737642585546,-0.0682927725598059,0.37057764233273305,0.27386064551876993,0.23935676392572944,0.09671699681396312
xmovie,3783.0,605.0,0.1599259846682527,0.03039915411049432,0.1900826446280992,360.0,245.0,0.0,0.5950413223140496,0.4049586776859504,0.19008264462809918,2 ans,Have you seen an X-rated movie in the last year?,0.12072243346007605,0.039203551208176646,0.6099634975941596,0.39003650240584037,0.15321258341277408,0.2199269951883192
